"gdp_2020","geofips"
"1553524",36003
"44891904",36005
"9322759",36007
"2937493",36009
"2995330",36011
"4884780",36013
"3869163",36015
"2402064",36017
"3681242",36019
"2432862",36021
"1871509",36023
"2150273",36025
"14984524",36027
"59666613",36029
"1674394",36031
"1986698",36033
"1975122",36035
"2558802",36037
"2295314",36039
"234468",36041
"1952861",36043
"6538675",36045
"104729135",36047
"1084003",36049
"2270452",36051
"2430925",36053
"48824327",36055
"1916471",36057
"100351977",36059
"754688942",36061
"10210703",36063
"11481021",36065
"32179691",36067
"6586977",36069
"20454041",36071
"1484152",36073
"7240637",36075
"2745264",36077
"4039947",36079
"99925495",36081
"9188141",36083
"17554415",36085
"17592975",36087
"4981369",36089
"12441722",36091
"9414930",36093
"1091691",36095
"522904",36097
"1573154",36099
"4469680",36101
"102327436",36103
"3249095",36105
"1923340",36107
"6412558",36109
"7742382",36111
"4734504",36113
"2057274",36115
"4169316",36117
"87262105",36119
"1897114",36121
"1033844",36123
"589829047",37000
"6573093",37001
"849822",37003
"339494",37005
"791020",37007
"851864",37009
"672861",37011
"2100509",37013
"677813",37015
"1422726",37017
"5061083",37019
"15178220",37021
"2702253",37023
"8246728",37025
"2534537",37027
"181159",37029
"2671549",37031
"377130",37033
"9063559",37035
"1769504",37037
"915408",37039
"638073",37041
"276933",37043
"4412317",37045
"1572708",37047
"5163063",37049
"18304145",37051
"804051",37053
"2415597",37055
"5021586",37057
"1502793",37059
"1943274",37061
"38739919",37063
"1624287",37065
"25496662",37067
"1836362",37069
"7662328",37071
"219578",37073
"257115",37075
"3452280",37077
"466347",37079
"34563646",37081
"1509275",37083
"2752038",37085
"2022208",37087
"4196191",37089
"842675",37091
"1248717",37093
"171272",37095
"9892163",37097
"1720838",37099
"7737753",37101
"180680",37103
"2809839",37105
"2984053",37107
"3153198",37109
"1684263",37111
"1603395",37113
"450434",37115
"673713",37117
"122682811",37119
"583238",37121
"1050427",37123
"3765903",37125
"5006931",37127
"14297659",37129
"582903",37131
"8094177",37133
"9454869",37135
"315685",37137
"1627336",37139
"1654151",37141
"321539",37143
"1625280",37145
"9674795",37147
"521126",37149
"4334102",37151
"1927869",37153
"4153068",37155
"3135496",37157
"5608513",37159
"1911320",37161
"1846106",37163
"1203653",37165
"1876831",37167
"1075092",37169
"2559174",37171
"754836",37173
"1968431",37175
"120727",37177
"8275832",37179
"1285810",37181
"85750353",37183
"323999",37185
"275895",37187
"2278100",37189
"5090029",37191
"2379322",37193
"4069341",37195
"916397",37197
"463817",37199
"54854212",38000
"111488",38001
"648696",38003
"260748",38005
"189151",38007
"404161",38009
"216103",38011
"196033",38013
"5749637",38015
"13550976",38017
"363407",38019
"308671",38021
"163446",38023
"932850",38025
"119460",38027
"189819",38029
"266083",38031
"70974",38033
"4271769",38035
"102773",38037
"149236",38039
"108802",38041
"133334",38043
"256591",38045
"103699",38047
"248447",38049
"153167",38051
"2960762",38053
"845902",38055
"1060583",38057
"1470901",38059
"1407074",38061
"157229",38063
"289197",38065
"500147",38067
"237217",38069
"637977",38071
"259856",38073
"157150",38075
"831325",38077
"411059",38079
"836465",38081
"35671",38083
"144901",38085
"34917",38087
"2342719",38089
"169963",38091
"1298626",38093
"191545",38095
"493193",38097
"660232",38099
"3854026",38101
"274626",38103
"4021428",38105
"677561181",39000
"810577",39001
"8116399",39003
"1873379",39005
"3193674",39007
"2167596",39009
"2292703",39011
"2963140",39013
"916206",39015
"22178011",39017
"1184354",39019
"1285780",39021
"4665667",39023
"9245623",39025
"2331797",39027
"3099970",39029
"1285698",39031
"1419692",39033
"98829220",39035
"2156889",39037
"1696191",39039
"12921333",39041
"4133623",39043
"4907994",39045
"2342482",39047
"101208324",39049
"2096215",39051
"2179402",39053
"4483337",39055
"10545522",39057
"2022129",39059
"78807379",39061
"5472960",39063
"951652",39065
"954669",39067
"1615798",39069
"1448502",39071
"667318",39073
"2544095",39075
"2414608",39077
"1063304",39079
"3434576",39081
"2181066",39083
"11768313",39085
"1934016",39087
"7351293",39089
"2013401",39091
"11031862",39093
"24725563",39095
"2053404",39097
"9507958",39099
"2819468",39101
"7513106",39103
"421941",39105
"2259533",39107
"4601089",39109
"1067427",39111
"30010635",39113
"344585",39115
"723168",39117
"3798430",39119
"438043",39121
"2137241",39123
"650022",39125
"790343",39127
"1992000",39129
"1203775",39131
"6447870",39133
"1271261",39135
"1357587",39137
"4721110",39139
"2963063",39141
"3031991",39143
"2697138",39145
"2111114",39147
"3386145",39149
"16834874",39151
"30611962",39153
"7088093",39155
"3925584",39157
"4644767",39159
"1312689",39161
"292820",39163
"12723840",39165
"3652189",39167
"6591665",39169
"1829799",39171
"7716395",39173
"1083750",39175
"188056616",40000
"449605",40001
"188447",40003
"331159",40005
"338103",40007
"879130",40009
"394156",40011
"1864693",40013
"829127",40015
"4016765",40017
"2462220",40019
"1426185",40021
"367730",40023
"187680",40025
"8795986",40027
"130193",40029
"5154701",40031
"153922",40033
"464418",40035
"2039011",40037
"1344131",40039
"912853",40041
"305865",40043
"217839",40045
"2586642",40047
"1141933",40049
"1490977",40051
"311003",40053
"111235",40055
"87901",40057
"194572",40059
"305140",40061
"497999",40063
"1140856",40065
"127282",40067
"380301",40069
"1819882",40071
"1021761",40073
"277413",40075
"247783",40077
"1336861",40079
"826426",40081
"807656",40083
"505681",40085
"1117107",40087
"1088001",40089
"392548",40091
"274116",40093
"477048",40095
"1916720",40097
"549589",40099
"2991898",40101
"640594",40103
"199435",40105
"228493",40107
"57343433",40109
"916088",40111
"839891",40113
"1033172",40115
"371156",40117
"3384531",40119
"1670553",40121
"2033191",40123
"2153017",40125
"246276",40127
"150818",40129
"3307792",40131
"739014",40133
"830132",40135
"1427797",40137
"1588401",40139
"185567",40141
"44732092",40143
"1487383",40145
"3529709",40147
"250704",40149
"484897",40151
"1002225",40153
"243776840",41000
"634409",41001
"4751657",41003
"22079394",41005
"1895538",41007
"1431111",41009
"2490435",41011
"928259",41013
"726910",41015
"10843112",41017
"3983252",41019
"301350",41021
"271585",41023
"291401",41025
"1279456",41027
"9592783",41029
"822861",41031
"3048409",41033
"2511138",41035
"328352",41037
"16578944",41039
"1868217",41041
"5022852",41043
"1333187",41045
"17027526",41047
"1383775",41049
"67044653",41051
"2218491",41053
"579056",41055
"1240211",41057
"3530362",41059
"1060474",41061
"339638",41063
"1855949",41065
"50498526",41067
"32927",41069
"3950640",41071
"771897908",42000
"3968843",42001
"101240267",42003
"2144098",42005
"7286725",42007
"1572433",42009
"20417217",42011
"6130328",42013
"3318712",42015
"35615322",42017
"11028270",42019
"4952002",42021
"246540",42023
"2566381",42025
"9089210",42027
"45663782",42029
"1298525",42031
"2935647",42033
"1685055",42035
"2543096",42037
"3120892",42039
"16387520",42041
"22872301",42043
"34123911",42045
"1510088",42047
"11784140",42049
"4585680",42051
"259096",42053
"6283987",42055
"677869",42057
"2784182",42059
"1366285",42061
"3814350",42063
"1587843",42065
"842057",42067
"10190980",42069
"29934068",42071
"3273953",42073
"6232525",42075
"23982623",42077
"15595396",42079
"5764038",42081
"2152832",42083
"4371464",42085
"1840452",42087
"7771702",42089
"81098458",42091
"2018141",42093
"16061515",42095
"3218575",42097
"1002832",42099
"108294638",42101
"1474424",42103
"971391",42105
"5111185",42107
"1668623",42109
"2593616",42111
"301536",42113
"1914878",42115
"1598304",42117
"1998534",42119
"1960481",42121
"1697902",42123
"12219927",42125
"1935039",42127
"14864751",42129
"1615501",42131
"21464969",42133
"60556340",44000
"1950201",44001
"9424866",44003
"6423087",44005
"35818939",44007
"6939246",44009
"244881712",45000
"635308",45001
"7468511",45003
"295837",45005
"7550046",45007
"368601",45009
"508562",45011
"8624943",45013
"8564793",45015
"653287",45017
"32842228",45019
"1845395",45021
"1203578",45023
"1553600",45025
"658866",45027
"1001370",45029
"2758230",45031
"809493",45033
"4185204",45035
"621115",45037
"1075625",45039
"7297629",45041
"2668702",45043
"33546006",45045
"3144895",45047
"508849",45049
"14014244",45051
"1300310",45053
"1963391",45055
"4147821",45057
"2309569",45059
"369329",45061
"13834044",45063
"240039",45065
"645290",45067
"755868",45069
"1534857",45071
"3901002",45073
"2890232",45075
"4180294",45077
"26350525",45079
"481542",45081
"16458704",45083
"4393354",45085
"778522",45087
"787519",45089
"13154587",45091
"54789381",46000
"104200",46003
"931434",46005
"92169",46007
"219342",46009
"2184223",46011
"2429280",46013
"231365",46015
"89737",46017
"315507",46019
"107919",46021
"455143",46023
"260156",46025
"587722",46027
"1569772",46029
"85515",46031
"239902",46033
"1190170",46035
"305040",46037
"258750",46039
"222879",46041
"180142",46043
"233296",46045
"232722",46047
"129614",46049
"515512",46051
"160629",46053
"115419",46055
"271002",46057
"184046",46059
"143668",46061
"56606",46063
"1218404",46065
"358046",46067
"90090",46069
"66592",46071
"155198",46073
"46159",46075
"282696",46077
"602034",46079
"1160814",46081
"3360156",46083
"143462",46085
"237868",46087
"118596",46089
"281851",46091
"917491",46093
"31312",46095
"103907",46097
"19352295",46099
"328079",46101
"356159",46102
"5941828",46103
"139387",46105
"176686",46107
"385344",46109
"116989",46111
"403091",46115
"110235",46117
"120650",46119
"234053",46121
"228096",46123
"407668",46125
"1576155",46127
"254643",46129
"1334998",46135
"45469",46137
"369574250",47000
"5218192",47001
"2062513",47003
"377573",47005
"215606",47007
"5875298",47009
"4618111",47011
"1034314",47013
"276050",47015
"609812",47017
"1096528",47019
"1223010",47021
"357603",47023
"813174",47025
"171292",47027
"800136",47029
"3051318",47031
"577277",47033
"1779479",47035
"70383120",47037
"318026",47039
"671315",47041
"2082047",47043
"1751493",47045
"1122784",47047
"489281",47049
"1211368",47051
"1490984",47053
"1137895",47055
"474749",47057
"2421428",47059
"242527",47061
"3111290",47063
"26605829",47065
"88609",47067
"613762",47069
"985805",47071
"1585084",47073
"647640",47075
"731435",47077
"1214072",47079
"499650",47081
"155165",47083
"725229",47085
"223171",47087
"1749032",47089
"437662",47091
"27945193",47093
"131600",47095
"741426",47097
"1107366",47099
"294304",47101
"1057314",47103
"2218409",47105
"2179864",47107
"555721",47109
"544007",47111
"6091350",47113
"804933",47115
"1247830",47117
"4282628",47119
"265431",47121
"1432215",47123
"5909258",47125
"519564",47127
"315610",47129
"1235692",47131
"585374",47133
"189584",47135
"144533",47137
"292488",47139
"3628037",47141
"1710554",47143
"2691336",47145
"2594856",47147
"17649750",47149
"499351",47151
"305289",47153
"4355974",47155
"64725681",47157
"697927",47159
"764238",47161
"7750859",47163
"7001677",47165
"1283359",47167
"199479",47169
"538522",47171
"346749",47173
"98903",47175
"1483328",47177
"6307010",47179
"359343",47181
"1301379",47183
"737294",47185
"23414371",47187
"5709549",47189
"1775587834",48000
"2088748",48001
"1669918",48003
"3309059",48005
"690786",48007
"285161",48009
"69168",48011
"2221855",48013
"1545896",48015
"387993",48017
"449220",48019
"2657701",48021
"178443",48023
"757034",48025
"17847237",48027
"109325834",48029
"471813",48031
"275422",48033
"656112",48035
"3795753",48037
"16490554",48039
"10544002",48041
"427525",48043
"100954",48045
"260163",48047
"1519840",48049
"827188",48051
"1834245",48053
"980201",48055
"3482273",48057
"332818",48059
"11942967",48061
"369345",48063
"1001675",48065
"886997",48067
"547667",48069
"2518072",48071
"1473282",48073
"260353",48075
"243240",48077
"165781",48079
"89544",48081
"232707",48083
"72626441",48085
"81484",48087
"858922",48089
"7117512",48091
"496619",48093
"124320",48095
"2327844",48097
"1760847",48099
"57959",48101
"372373",48103
"408126",48105
"223770",48107
"721963",48109
"655182",48111
"269827997",48113
"587628",48115
"1259085",48117
"107080",48119
"39019939",48121
"1818376",48123
"99889",48125
"1413857",48127
"141045",48129
"299713",48131
"727138",48133
"10194042",48135
"76650",48137
"6982670",48139
"33924279",48141
"1700273",48143
"443962",48145
"1049135",48147
"1531340",48149
"197887",48151
"310660",48153
"100359",48155
"30669706",48157
"386206",48159
"947888",48161
"878054",48163
"1371974",48165
"16406153",48167
"186187",48169
"1204790",48171
"1296285",48173
"291467",48175
"1614889",48177
"957411",48179
"5354786",48181
"7242876",48183
"1067473",48185
"8544131",48187
"1305806",48189
"88103",48191
"309023",48193
"390464",48195
"192434",48197
"1331247",48199
"383707297",48201
"3978168",48203
"580662",48205
"321709",48207
"8670584",48209
"344089",48211
"2032443",48213
"22908324",48215
"1053079",48217
"1155082",48219
"2266147",48221
"1651119",48223
"984057",48225
"3526592",48227
"190135",48229
"4456226",48231
"4136265",48233
"510626",48235
"405718",48237
"646711",48239
"984526",48241
"93552",48243
"19466917",48245
"187043",48247
"1300974",48249
"6274396",48251
"459621",48253
"2733185",48255
"4208240",48257
"2257997",48259
"174826",48261
"91879",48263
"2293983",48265
"156804",48267
"48409",48269
"122700",48271
"1141317",48273
"146328",48275
"2814189",48277
"705621",48279
"567908",48281
"1931130",48283
"958424",48285
"858488",48287
"639036",48289
"2253301",48291
"1362869",48293
"392787",48295
"832190",48297
"844844",48299
"2122013",48301
"14479049",48303
"305482",48305
"338151",48307
"13420403",48309
"638790",48311
"493683",48313
"283389",48315
"3128525",48317
"139476",48319
"2353866",48321
"1700508",48323
"1169531",48325
"50261",48327
"18695383",48329
"577036",48331
"231602",48333
"271780",48335
"595697",48337
"31581715",48339
"2152792",48341
"546608",48343
"38614",48345
"2459995",48347
"1708340",48349
"487406",48351
"984807",48353
"19428894",48355
"662742",48357
"302626",48359
"3666550",48361
"1054897",48363
"1500740",48365
"4689985",48367
"891544",48369
"1525541",48371
"1339481",48373
"8870363",48375
"267855",48377
"247140",48379
"4175695",48381
"1488352",48383
"81340",48385
"340050",48387
"4084509",48389
"265463",48391
"236759",48393
"2230803",48395
"4122163",48397
"325308",48399
"2377647",48401
"259843",48403
"482355",48405
"414255",48407
"2891597",48409
"186255",48411
"143464",48413
"1117909",48415
"205828",48417
"1003730",48419
"321876",48421
"11666322",48423
"1337743",48425
"1352822",48427
"380433",48429
"227228",48431
"77227",48433
"213816",48435
"354922",48437
"119859620",48439
"7339938",48441
"66233",48443
"468223",48445
"47690",48447
"1947358",48449
"6129606",48451
"130079148",48453
"289589",48455
"418235",48457
"842068",48459
"2036841",48461
"927430",48463
"1819613",48465
"1301197",48467
"4169019",48469
"2401868",48471
"2991933",48473
"1636635",48475
"1795129",48477
"10219514",48479
"1921439",48481
"331687",48483
"5904153",48485
"768734",48487
"494779",48489
"26048125",48491
"1030360",48493
"969719",48495
"2739574",48497
"1380575",48499
"1005768",48501
"800260",48503
"484274",48505
"425747",48507
"197561929",49000
"410284",49001
"2516202",49003
"6200712",49005
"1207888",49007
"139704",49009
"16152917",49011
"872870",49013
"969278",49015
"262702",49017
"641742",49019
"1999343",49021
"535967",49023
"386618",49025
"912604",49027
"350384",49029
"56745",49031
"142742",49033
"101820915",49035
"440101",49037
"895458",49039
"1197000",49041
"3480477",49043
"2092093",49045
"1509994",49047
"31336802",49049
"1110229",49051
"7295477",49053
"117533",49055
"12507148",49057
"33434960",50000
"1702566",50001
"1708510",50003
"1173195",50005
"11632949",50007
"165083",50009
"2217385",50011
"208492",50013
"1138466",50015
"851642",50017
"1117732",50019
"2606310",50021
"3887361",50023
"2327802",50025
"2697467",50027
"549535812",51000
"1917795",51001
"278038",51007
"841163",51009
"341575",51011
"36797534",51013
"233333",51017
"2089634",51019
"234074",51021
"1322883",51023
"902011",51025
"1033950",51027
"589688",51029
"839826",51033
"247135",51036
"266527",51037
"16752501",51041
"482175",51043
"106699",51045
"1955162",51047
"146937",51049
"582826",51051
"394332",51057
"2959123",51061
"386908",51063
"912163",51065
"1665078",51067
"568943",51071
"963938",51073
"3096268",51075
"300273",51077
"483504",51079
"1229859",51083
"6150823",51085
"30096816",51087
"72059",51091
"1479312",51093
"159075",51097
"2111239",51099
"552083",51101
"472279",51103
"425875",51105
"28374205",51107
"2322627",51109
"266716",51111
"376781",51113
"225916",51115
"1059142",51117
"389748",51119
"569769",51125
"655818",51127
"548016",51131
"473534",51133
"543248",51135
"1232810",51137
"638034",51139
"436444",51141
"867688",51145
"768312",51147
"1347223",51155
"308121",51157
"317412",51159
"675788",51167
"431631",51169
"1864537",51171
"1046355",51173
"6140730",51179
"1204918",51181
"385509",51183
"1195393",51185
"1883293",51187
"518350",51193
"1370555",51197
"14875305",51510
"10894619",51550
"6909675",51650
"12817698",51700
"19322454",51710
"6377755",51740
"24186247",51760
"7280590",51770
"4236832",51800
"22915387",51810
"12218229",51901
"904368",51903
"5409818",51907
"7389931",51911
"1001529",51913
"2961980",51918
"125605421",51919
"7147268",51921
"1456701",51923
"2340068",51929
"5322801",51931
"5550701",51933
"3641588",51939
"4129875",51941
"22596195",51942
"6221040",51944
"1346453",51945
"8355784",51947
"841967",51949
"6549455",51951
"3527322",51953
"1496641",51955
"2824079",51958
"604253829",53000
"964130",53001
"723078",53003
"12400240",53005
"4786796",53007
"2740882",53009
"23070074",53011
"356203",53013
"5316825",53015
"1922295",53017
"222571",53019
"4029228",53021
"165262",53023
"6298479",53025
"2567349",53027
"3529631",53029
"1167957",53031
"331842527",53033
"13449782",53035
"1921113",53037
"1655373",53039
"3436151",53041
"488388",53043
"1725722",53045
"1647269",53047
"754245",53049
"538955",53051
"46096401",53053
"817422",53055
"6752967",53057
"305864",53059
"49001035",53061
"27317643",53063
"1193969",53065
"14635606",53067
"99965",53069
"3433648",53071
"13267688",53073
"2645331",53075
"10965764",53077
"75854987",54000
"403759",54001
"4144007",54003
"612627",54005
"322788",54007
"903417",54009
"4968263",54011
"114988",54013
"131751",54015
"679641",54017
"1043930",54019
"172845",54021
"491676",54023
"1160386",54025
"458052",54027
"1032782",54029
"599153",54031
"4294031",54033
"898293",54035
"1797844",54037
"10759694",54039
"560882",54041
"251221",54043
"1249997",54045
"542288",54047
"2253931",54049
"2373625",54051
"807613",54053
"1739719",54055
"817799",54057
"537220",54059
"6936609",54061
"209801",54063
"341575",54065
"644115",54067
"3653138",54069
"149768",54071
"472315",54073
"278949",54075
"801443",54077
"2924789",54079
"3089408",54081
"926748",54083
"514206",54085
"294124",54087
"219770",54089
"541382",54091
"334581",54093
"515410",54095
"730651",54097
"1029546",54099
"154788",54101
"845773",54103
"67134",54105
"3500110",54107
"554634",54109
"337714046",55000
"639792",55001
"757697",55003
"2221241",55005
"473819",55007
"18625373",55009
"549542",55011
"567659",55013
"1676496",55015
"3035976",55017
"1380002",55019
"2950082",55021
"768900",55023
"45469384",55025
"3890720",55027
"1394164",55029
"1887336",55031
"1966337",55033
"6546497",55035
"146123",55037
"5317086",55039
"315750",55041
"2332879",55043
"1859752",55045
"678908",55047
"1196295",55049
"185362",55051
"866869",55053
"3642332",55055
"968001",55057
"7495197",55059
"780069",55061
"7793393",55063
"627585",55065
"779214",55067
"1314636",55069
"4069141",55071
"8947727",55073
"2016702",55075
"462032",55077
"167262",55078
"58612670",55079
"2349836",55081
"1078751",55083
"1768547",55085
"13177861",55087
"5517178",55089
"304707",55091
"1235855",55093
"1667993",55095
"4247886",55097
"630893",55099
"8440613",55101
"736816",55103
"7840914",55105
"576863",55107
"4255815",55109
"3802599",55111
"725375",55113
"1370584",55115
"7231951",55117
"916712",55119
"1388493",55121
"1087803",55123
"978540",55125
"4658791",55127
"648605",55129
"6964027",55131
"31306858",55133
"2006939",55135
"675385",55137
"10585424",55139
"4159431",55141
"36323458",56000
"1586269",56001
"530064",56003
"4877973",56005
"1243288",56007
"1226587",56009
"317677",56011
"1536804",56013
"474358",56015
"242817",56017
"376479",56019
"5822265",56021
"876805",56023
"5576522",56025
"119281",56027
"1456901",56029
"548557",56031
"1514289",56033
"734788",56035
"3206581",56037
"2598409",56039
"808534",56041
"369275",56043
"278936",56045
"1109783880",91000
"3746252208",92000
"2764098716",93000
"1315598455",94000
"4477808991",95000
"2435835568",96000
"751800465",97000
"4158866718",98000
